Price,Close,High,Low,Open,Volume
Ticker,IAM.PA,IAM.PA,IAM.PA,IAM.PA,IAM.PA
Date,,,,,
2005-11-07,2.157039169503605e-08,2.1736137190527175e-08,2.133361596417799e-08,2.1546715702607824e-08,156662
2005-11-08,2.1309942255243186e-08,2.1712463567377732e-08,2.1286263999686394e-08,2.1712463567377732e-08,40121
2005-11-09,2.1428331109518695e-08,2.1594074380971245e-08,2.1238909582692142e-08,2.1238909582692142e-08,667089
2005-11-10,2.1309942255243186e-08,2.1428331274944418e-08,2.1215231491098747e-08,2.1428331274944418e-08,11970
2005-11-11,2.128626164221714e-08,2.130993989515155e-08,2.126258338928273e-08,2.130993989515155e-08,7365
2005-11-14,2.1309942255243186e-08,2.15940745476765e-08,2.1262585744129598e-08,2.154672029464565e-08,158123
2005-11-15,2.1309942255243186e-08,2.1570396292119708e-08,2.123890974665554e-08,2.1309942255243186e-08,36504
2005-11-16,2.1191551624610838e-08,2.145200789977083e-08,2.107316261390926e-08,2.130994063531242e-08,47996
2005-11-17,2.1309942255243186e-08,2.138097476383083e-08,2.1191553235541954e-08,2.1286263999686394e-08,667669
2005-11-18,2.1309942255243186e-08,2.133362051079998e-08,2.1215231491098747e-08,2.133362051079998e-08,32356
2005-11-21,2.123890574523557e-08,2.1404648986741548e-08,2.114419499893468e-08,2.130993824044066e-08,1009123
2005-11-22,2.1002129813041392e-08,2.138097283545076e-08,2.1002129813041392e-08,2.107316231522252e-08,146171
