Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8430764079093933,0.8473127428527208,0.7658766750751846,0.7898840479476212,535796800
2000-01-04,0.7719966173171997,0.8331908812665904,0.7621110984437448,0.8153034579153242,512377600
2000-01-05,0.7832931280136108,0.8327199022434064,0.7757619409746193,0.7814103186840353,778321600
2000-01-06,0.7155085802078247,0.8058888029827018,0.7155085802078247,0.7992989921623983,767972800
2000-01-07,0.7494012713432312,0.7606989343428782,0.7192748571615675,0.7268060459025804,460734400
2000-01-10,0.7362210154533386,0.770113056813958,0.7136257849000408,0.768230246632849,505064000
2000-01-11,0.6985624432563782,0.7484599473836135,0.6816164502872395,0.7225698155119594,441548800
2000-01-12,0.6566675901412964,0.7192747923778648,0.6514890216026037,0.7155083184584698,976068800
2000-01-13,0.7286888957023621,0.7437521298000053,0.6966796677979378,0.7116247957545575,1032684800
2000-01-14,0.7564617395401001,0.7701128257375555,0.7484598363808992,0.7531668352816457,390376000
2000-01-18,0.7828227281570435,0.79835748160865,0.7564618802479135,0.7606990197113348,459177600
2000-01-19,0.8025939464569092,0.8190692789805141,0.7785865679080657,0.7955326155987441,597643200
2000-01-20,0.8548446893692017,0.9150975168827307,0.8548446893692017,0.8699078711079234,1831132800
2000-01-21,0.8383694291114807,0.8604931881230233,0.8298960048234686,0.8604931881230233,495924800
2000-01-24,0.8002402782440186,0.8491954985654233,0.7917668039275692,0.8167155565161309,440876800
2000-01-25,0.8454299569129944,0.8520206721835165,0.771055262068435,0.7908254972654223,497145600
2000-01-26,0.829896092414856,0.8600225638265867,0.8266012374324264,0.8284839973425767,367158400
2000-01-27,0.8284837603569031,0.8510790348267123,0.8058885361664127,0.8195396226158069,340144000
2000-01-28,0.7654058933258057,0.835073626124517,0.7578747044862583,0.8148327296518743,423348800
2000-01-31,0.7814105153083801,0.7823519453497125,0.7117428319148308,0.7606989538404199,701680000
2000-02-01,0.7550499439239502,0.7908256560304149,0.7531671837160927,0.7832936096121625,318035200
2000-02-02,0.7442229390144348,0.7691716954673999,0.7305717981113795,0.7588163146398287,464195200
2000-02-03,0.7781157493591309,0.7851770788228345,0.7550497554201359,0.7555204704942532,475193600
2000-02-04,0.8134209513664246,0.8284841393753433,0.7804694294123639,0.7828229551225326,425320000
2000-02-07,0.8590812683105469,0.8604934138836076,0.7978869862150525,0.8134209394741068,441067200
2000-02-08,0.8652013540267944,0.8746152565299457,0.8378990658172945,0.8586106367994079,408643200
2000-02-09,0.8482540845870972,0.8821469769108122,0.8468420399581457,0.8595517488812204,299364800
2000-02-10,0.8548446893692017,0.8576688788223342,0.8284837945108527,0.8501376399082194,302982400
2000-02-11,0.819069504737854,0.8595521766890648,0.8153038829220371,0.8557865548732481,212251200
2000-02-14,0.8722614645957947,0.8727321796619951,0.8181276733235849,0.8233053882138065,367539200
2000-02-15,0.8962686657905579,0.9033299937787312,0.8675543483589214,0.8680250633346785,485744000
2000-02-16,0.8595519661903381,0.889679246189105,0.8444887787050152,0.8868542511891038,378246400
2000-02-17,0.8652013540267944,0.86990830527837,0.8520209251589403,0.8675548296525822,289497600
2000-02-18,0.8378986716270447,0.8689664659984542,0.8350736273445245,0.8633180869303722,233441600
2000-02-22,0.8571982979774475,0.8807349567869822,0.8035351704168404,0.829425354325208,422296000
2000-02-23,0.8755565881729126,0.8962690618452767,0.8360153060326798,0.8528441029026301,473099200
2000-02-24,0.8676716685295105,0.8972101668851407,0.8416642366825026,0.8835590292711916,376432000
2000-02-25,0.8313081860542297,0.8812057481685247,0.8294254261473247,0.8647304174187782,249144000
2000-02-28,0.8529617786407471,0.8661422001464991,0.8162447536880034,0.8294251751937556,328328000
2000-02-29,0.8633183240890503,0.8830885612861405,0.8477836181667124,0.8553155632761673,368961600
2000-03-01,0.98147052526474,0.9946509499974728,0.8925032616707553,0.8929739767599728,1077003200
2000-03-02,0.9188642501831055,0.9635832965711344,0.9089787290203113,0.9565227702817597,311259200
2000-03-03,0.9640538096427917,0.9658194186828979,0.903800968188192,0.9405171490710744,323366400
2000-03-06,0.9466370940208435,0.9725272280730403,0.941458524193645,0.9489905688788138,210560000
2000-03-07,0.9254539608955383,0.9598175717011017,0.9122735355984246,0.9522855265991392,273011200
2000-03-08,0.9188642501831055,0.933456822391708,0.8929741118890391,0.9254540613120318,271230400
2000-03-09,0.9207472205162048,0.9414587906020396,0.8906207427477233,0.9103909829591934,276718400
2000-03-10,0.9471079111099243,0.9635832424767398,0.9113321531027958,0.9165107234877387,248606400
2000-03-13,0.9136860370635986,0.9527566130745174,0.9000348913361602,0.9198059392228597,303956800
2000-03-14,0.8604934811592102,0.93581043157797,0.8586106202479225,0.9129797877210512,428579200
2000-03-15,0.8755565881729126,0.9056838683139333,0.8595519702489394,0.8708496374526469,443609600
2000-03-16,0.9155682921409607,0.91886400128209,0.8623758844801921,0.8835590665490453,378100800
2000-03-17,0.9414587020874023,0.9414587020874023,0.9009759905680375,0.9047425164156231,305043200
2000-03-20,0.9263951182365417,0.9508731011830728,0.9216880690879747,0.9301615419127488,204489600
2000-03-21,1.0163044929504395,1.029955527422018,0.9160395996163663,0.9231001223589627,524328000
2000-03-22,1.0859724283218384,1.0873853779746891,0.9908852708747097,1.0000647676408112,567996800
2000-03-23,1.064319372177124,1.1325749626407922,1.0544338536815625,1.0694970364277085,562564800
2000-03-24,1.044548511505127,1.0840897876927278,1.0205411357192284,1.0727921221897962,446913600
2000-03-27,1.0511393547058105,1.0902099242651753,1.0308975948686963,1.03654688136097,279182400
2000-03-28,1.0478441715240479,1.0694971662494759,1.032780081921499,1.0337215121026628,202966400
2000-03-29,1.0238364934921265,1.050197335222726,1.007949134842456,1.0497267208302579,239836800
2000-03-30,0.9471079111099243,1.037017317351079,0.9447543354398092,1.0059487106841807,414400000
2000-03-31,1.0228955745697021,1.0337216205542439,0.948990683069529,0.9598176340821118,404633600
2000-04-03,1.0040656328201294,1.0506682310574296,0.9748805969170542,1.0205409606208937,328563200
2000-04-04,0.9588758945465088,1.001712064613355,0.8793226481415132,0.9988878752430825,660329600
2000-04-05,0.9819418787956238,1.0007706802980558,0.933927238316566,0.952520632034862,457665600
2000-04-06,0.9428715705871582,1.0130100358086576,0.9282781948038621,0.9838249937394455,259627200
2000-04-07,0.9922974705696106,0.993238800185078,0.9452249562766406,0.9584053809490641,242435200
2000-04-10,0.9414587020874023,0.9998296962984898,0.9395759419570001,0.9918269350178296,212262400
2000-04-11,0.8995638489723206,0.9405171707057784,0.8892076135015289,0.9301618402629928,541822400
2000-04-12,0.822834849357605,0.8962690299358372,0.7898842345945986,0.8962690299358372,941136000
2000-04-13,0.8571982979774475,0.9038009005208845,0.8171863098448083,0.839781588782407,529827200
2000-04-14,0.8426058292388916,0.8887368647262435,0.8209519288738665,0.8233054541139249,667620800
2000-04-17,0.9329860210418701,0.9334567361588338,0.8214226668128302,0.824718426821573,409561600
2000-04-18,0.9555810689926147,0.9555810689926146,0.8990929529072565,0.9301616530670241,390924800
2000-04-19,0.9122735857963562,0.9809999061611723,0.9019173500269654,0.9504028190163063,520150400
2000-04-20,0.8953275084495544,0.9395758357885095,0.8816763677615365,0.9315738798814648,722120000
2000-04-24,0.9075664281845093,0.9075664281845093,0.8642595394893852,0.8661422990416077,443620800
2000-04-25,0.9664072394371033,0.9697029486267997,0.9193347298627822,0.9198054449026604,391641600
2000-04-26,0.9136860370635986,0.9640541823377105,0.9038013175898799,0.9536979431015116,366912000
2000-04-27,0.9546393752098083,0.95652304085384,0.8780284248626794,0.8826181252323618,326603200
2000-04-28,0.9343979954719543,0.9602882299833632,0.9136856268572416,0.957464040052915,249580800
2000-05-01,0.9362810850143433,0.9424009859242751,0.917922991223481,0.9405173206677832,226195200
2000-05-02,0.8877950310707092,0.9508729380573046,0.8849708422895232,0.9282777183113128,236432000
2000-05-03,0.8666130900382996,0.9132148874540019,0.8407229567750835,0.8957981282257282,489798400
2000-05-04,0.833661675453186,0.8680252852912343,0.8327202452609455,0.8670838550989937,399515200
2000-05-05,0.8520205020904541,0.8642594944072776,0.8338968683235907,0.8346028905490152,284076800
2000-05-08,0.8294254541397095,0.8562569708696357,0.8284840238751514,0.8442532824825075,184900800
2000-05-09,0.7941204309463501,0.8378988471689106,0.7898841457577764,0.8308375171059629,327140800
2000-05-10,0.7479894757270813,0.7908256647856012,0.743752335044682,0.7837643334808082,535091200
2000-05-11,0.7743501663208008,0.7851771163360631,0.7456358415171622,0.7635232665848694,499744000
2000-05-12,0.8105964660644531,0.8322495094776085,0.7890598695717906,0.798357472374306,306913600
2000-05-15,0.7606990933418274,0.8138914590908454,0.7541084282126684,0.8138914590908454,678932800
2000-05-16,0.7960031628608704,0.8214225809904118,0.7738794541164021,0.7871771296416148,440451200
2000-05-17,0.7635232210159302,0.7809399299475587,0.7559911765677831,0.7804692148790455,398092800
2000-05-18,0.7588163614273071,0.7903548801991622,0.7578749311162681,0.7757623584226963,373777600
2000-05-19,0.7079775929450989,0.7475188798356298,0.703269736631129,0.7475188798356298,740667200
2000-05-22,0.6773792505264282,0.7060944242871746,0.6477235015107983,0.7060944242871746,755507200
2000-05-23,0.6463117003440857,0.7032696995170152,0.644899604977017,0.6816166990466725,517585600
2000-05-24,0.6604334115982056,0.6759673130993978,0.6251284180898201,0.6491357955749611,678462400
2000-05-25,0.6572557687759399,0.6978565346300211,0.6477237114831607,0.6665533735196574,406750400
2000-05-26,0.6505479216575623,0.6769087755681604,0.6420753502989295,0.6627869182756764,181148800
