Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
40,2007-12-03,48.85335922241211,49.455884706197814,48.381108444392105,48.75564988000827,16851227
41,2007-12-04,48.21827697753906,49.58617280103144,47.86001812686815,49.17906147468735,14008727
42,2007-12-05,50.13984680175781,50.318978454560515,48.20199933601979,48.2997042975914,27725290
43,2007-12-06,49.211631774902344,51.996271509013035,48.576536332239584,51.23090132405656,24104710
44,2007-12-07,48.99991989135742,50.22125362240184,48.12056225546926,49.521023166757644,11742386
45,2007-12-10,49.04877853393555,49.651299662244845,48.41368320403563,49.472172475575576,8330010
46,2007-12-11,48.8207893371582,49.76528647373804,48.57652260783034,49.48844996367858,11685950
47,2007-12-12,48.78822708129883,49.22790814539125,47.87629958479908,48.201988607469,16342131
48,2007-12-13,47.974002838134766,49.50474295784744,47.79487564893942,48.85336493540629,14620172
49,2007-12-14,47.50175857543945,48.25084605532621,47.25749178323649,47.81116494587276,10991851
50,2007-12-17,44.63570022583008,48.03915290370067,43.96803495648198,47.778598987330355,19355678
51,2007-12-18,44.44028854370117,45.92217218995581,43.05610986101279,44.130882130006135,21607783
52,2007-12-19,43.626060485839844,46.264142773286586,43.25151894777829,45.8733141316498,19526912
53,2007-12-20,43.18638229370117,44.554278214647304,42.99096795964588,44.19601933845276,17105204
54,2007-12-24,44.50540542602539,45.20563575419493,43.47948174476238,43.83774045747019,16711519
55,2007-12-26,45.857025146484375,46.41069824317586,44.74968337054143,44.74968337054143,20930094
56,2007-12-27,46.18270492553711,47.452890956130815,45.791876415767135,46.80151305147362,44565277
57,2007-12-28,46.54098129272461,46.736395621659476,45.59647943911288,46.08501305272965,18354518
58,2007-12-31,46.88294982910156,47.159786407922475,46.31299398576931,46.8992369322325,11982308
59,2008-01-01,47.74602508544922,48.185706192304025,46.68753565882569,47.12721676568049,16687746
60,2008-01-02,47.485469818115234,48.104278062420555,46.7852393201529,47.74601926284169,13437280
61,2008-01-03,49.43960952758789,49.63502384207299,46.62240011420248,47.19235595461041,31815218
62,2008-01-04,49.17905807495117,50.807503267753496,48.8533690363907,50.156125190632565,28011310
63,2008-01-07,48.771934509277344,49.89555875922459,48.250831295164225,48.86963942929391,15858063
64,2008-01-08,47.110923767089844,49.50473867599915,46.540968046751416,48.820790928105126,13282666
65,2008-01-09,46.36183547973633,47.371472189428964,46.24784345458016,47.159775238390054,13113527
66,2008-01-10,45.25449752807617,47.876296650336215,44.94509120852803,46.57354063950583,18023003
67,2008-01-11,45.93846130371094,46.37814249386202,44.13088405918787,45.87332171352509,11629440
68,2008-01-14,46.63866424560547,47.127197628745336,45.28705610240625,46.01985617711605,10264240
69,2008-01-15,45.2219352722168,47.583180934913194,44.84739374024272,47.38777103471145,11558334
70,2008-01-16,44.29370880126953,45.27077571229285,43.170084504056334,44.89623427988845,14834065
71,2008-01-17,45.482460021972656,46.49209633492498,43.512039839812644,44.456536616146984,16169395
72,2008-01-18,43.36549377441406,45.15678290494893,42.99094796771476,45.107926031074165,13254156
73,2008-01-21,35.98863983154297,42.99095264989846,31.347569824610932,42.99095264989846,33202389
74,2008-01-22,32.37348937988281,34.19734837201809,25.71314862686421,32.43862672773346,58755707
75,2008-01-23,35.98863983154297,37.37281794679929,32.89459463273473,32.89459463273473,28425991
76,2008-01-24,36.0700569152832,38.626715834266975,34.3601900762572,37.92648553605835,29911930
77,2008-01-25,37.92649841308594,38.10562561387435,36.395758194304115,37.779936581575264,12550722
78,2008-01-28,38.33359909057617,38.62671825500554,34.36019222961234,37.40538472201735,13601109
79,2008-01-29,37.698516845703125,38.984990376331574,37.12856100104707,38.43131721740377,7679877
80,2008-01-30,35.61410140991211,37.94277684644744,35.14185059901541,37.77993234854371,9016102
81,2008-01-31,33.28542709350586,36.086353621056304,32.894600701194655,35.98864647079848,41538563
82,2008-02-01,34.44162368774414,34.68589045975027,33.54597885705501,33.85538299318542,9089201
83,2008-02-04,36.216617584228516,36.640013637019365,35.092991212040054,35.092991212040054,12009385
84,2008-02-05,37.34024429321289,37.82877769498118,35.500102696706776,36.281755256048264,14593303
85,2008-02-06,37.014564514160156,37.4542455679934,34.94644059369415,36.314334015246466,12429218
86,2008-02-07,35.27212905883789,37.76365131051435,35.04414719358696,36.5097477385543,11300078
87,2008-02-08,34.360198974609375,35.79322971780207,33.72510364580904,35.50011049583263,13514197
88,2008-02-11,31.93381118774414,34.84872929202311,31.591837320953456,34.84872929202311,15133331
89,2008-02-12,31.363853454589844,33.10629024844919,31.10330184867823,32.89459331105077,10237627
90,2008-02-13,30.90789794921875,32.32464395265413,30.272804760870468,31.9175326513129,10395753
91,2008-02-14,33.61111831665039,33.953092260523206,31.591844441866225,31.591844441866225,12514003
92,2008-02-15,34.571895599365234,34.84873213523923,32.58519179875397,33.48083655647349,12080990
93,2008-02-18,34.37648010253906,35.353549285241904,34.08336089383209,35.353549285241904,6977153
94,2008-02-19,34.00193786621094,35.0767119546877,33.74138623738024,34.9952897087231,7226542
95,2008-02-20,33.155147552490234,33.69253573233483,32.78060608276332,33.676250840451075,5604999
96,2008-02-21,33.38312911987305,33.95308483205587,32.97601789688532,33.69253320759978,3874365
97,2008-02-22,32.95973587036133,33.17143284122312,31.933814174049715,32.27578807282025,2691220
98,2008-02-25,33.236568450927734,33.64367968785846,32.43863086828748,33.350560480756265,6270186
99,2008-02-26,33.36684799194336,33.83909662212001,33.204003484384515,33.54597739200209,7139423
100,2008-02-27,35.320980072021484,37.06341487848196,33.8553795874204,33.8553795874204,43223132
101,2008-02-28,36.3143424987793,36.59117910975012,35.17443067973319,35.66296431646724,35763847
102,2008-02-29,35.7932243347168,36.80286098515924,35.20698597894464,36.08634572132247,16477462
103,2008-03-03,34.29506301879883,35.43497686881178,33.90423661209962,34.22992565246899,10049153
104,2008-03-04,33.41569900512695,34.6533176504072,32.56890892793933,34.52304293352292,11485198
105,2008-03-05,34.03451156616211,34.197356076838105,32.601478546981376,33.57854561103732,8581053
106,2008-03-07,32.292076110839844,33.54597979224895,30.940465276160385,33.54597979224895,14251925
107,2008-03-10,32.17750549316406,32.4066428810489,30.328036738196957,32.34117537306964,11713659
108,2008-03-11,34.828956604003906,35.15629634660082,31.162751930901486,31.915631562942608,19665129
109,2008-03-12,33.94513702392578,36.007377681081095,33.61779730754921,35.7782403236004,12262350
110,2008-03-13,29.28054428100586,33.388660446511224,28.478562407941816,33.06132072526757,47000084
111,2008-03-14,31.29368019104004,31.4246151718749,29.493311995032467,30.098889056286477,35798540
112,2008-03-17,30.066162109375,30.704474146559704,29.427850072190296,30.704474146559704,19211273
113,2008-03-18,30.328033447265625,30.917245394972575,29.526049346820695,30.01705893325739,12632937
114,2008-03-19,30.508075714111328,33.97787602541779,30.311670959545985,31.751965093308677,16449023
115,2008-03-24,30.80268096923828,31.653765288617354,30.131633973564202,31.653765288617354,11636914
116,2008-03-25,31.96474266052246,32.16114522822812,31.03182324919578,31.604667956522434,13232423
117,2008-03-26,31.768327713012695,32.53757696194528,31.424620554555272,31.751960282626225,11448313
118,2008-03-27,32.34117126464844,32.65214577289663,31.29368461030189,31.29368461030189,17425122
119,2008-03-28,32.40664291381836,32.6521499538398,31.555560869397638,32.4884778538539,11599511
120,2008-03-31,32.17750549316406,32.553947548895785,31.751963361426593,32.4066428810489,9914705
121,2008-04-01,32.24297332763672,32.70125032796176,31.83379862372946,32.40664320919963,6034588
122,2008-04-02,32.76670837402344,33.71599474489618,32.40663385060375,32.40663385060375,6087024
123,2008-04-03,32.50483322143555,32.995842679407005,32.24296106653463,32.84854028599837,3883474
124,2008-04-04,32.34117126464844,32.71761327255931,31.71922668798114,32.71761327255931,5906537
125,2008-04-07,32.210235595703125,32.537575307126005,31.833793595618125,32.39027288096861,4088729
126,2008-04-08,31.391889572143555,32.22660636680585,31.16275219437139,32.16113664180118,5753811
127,2008-04-09,31.473712921142578,31.751950270317842,31.11363844584059,31.490080346367925,3776374
128,2008-04-10,32.09566116333008,32.32479848417869,31.31004685758793,31.424614408055152,7075297
129,2008-04-11,32.24297332763672,32.57031309076253,31.915633564510912,32.40664320919963,4012660
130,2008-04-15,32.73397445678711,32.897644284672765,31.490083320873325,32.046560291701724,6362785
131,2008-04-16,32.292076110839844,33.290462847406666,32.16113887166681,33.06132545374745,4725794
132,2008-04-17,33.53596115112305,34.30520812450677,32.423004824225394,32.783079387027605,14831167
133,2008-04-21,34.076072692871094,34.66528463792308,33.716000329722064,34.04334005253822,7639361
134,2008-04-22,34.632564544677734,35.02537415547913,33.71601470591587,34.04335456830668,8814769
135,2008-04-23,34.665279388427734,35.07445397998506,34.207004733849224,34.69801424371801,5265604
136,2008-04-24,33.4377555847168,35.09082137715563,33.14315076701706,35.025353886546156,8801780
137,2008-04-25,33.71600341796875,34.19064561554452,33.25772643210111,34.04334317076787,4095990
138,2008-04-28,33.84695053100586,34.50163027064435,33.716015471044386,33.74874812607697,4708244
139,2008-04-29,34.32158279418945,34.6489225676418,33.87967543197773,34.0433453187039,6497143
140,2008-04-30,34.55070877075195,34.992618206803705,34.370673730796376,34.665278541554756,6331377
141,2008-05-02,34.8616943359375,35.84371364456504,34.796224606097084,35.07446429817418,5658418
142,2008-05-05,34.6980094909668,35.516358561988284,34.46886997514964,35.31995389697756,7642293
143,2008-05-06,34.40341567993164,35.09083005103423,34.20701315955574,34.419783111608325,5061166
144,2008-05-07,33.91240692138672,34.59982131017041,33.388664633664945,34.370683920547464,4303106
145,2008-05-08,33.50321960449219,33.84692666947767,33.30681715301049,33.65052199808196,3642073
146,2008-05-09,33.30682373046875,34.174273057290684,32.79944674576098,33.06131895269865,8621761
147,2008-05-12,33.30682373046875,33.55232850823886,32.570307177244,33.30682373046875,4890395
148,2008-05-13,33.40503692626953,33.650541800026566,33.12679940129407,33.45413923297012,5056766
149,2008-05-14,33.45412826538086,33.63416555776239,32.733981315769334,32.733981315769334,2982486
150,2008-05-15,33.470489501953125,33.84692922734336,32.73397525843071,32.73397525843071,2646760
151,2008-05-16,33.73236083984375,33.83056318698851,33.32318624333576,33.715995631914836,4422288
152,2008-05-20,33.666900634765625,33.79783786593491,33.323193455329026,33.388663180871035,3464912
153,2008-05-21,33.87966537475586,34.37067488917758,32.89764634591241,32.89764634591241,3419088
154,2008-05-22,33.42139434814453,33.58506421494392,33.06132197313467,33.06132197313467,3558000
155,2008-05-23,32.86492156982422,33.68327101151073,32.733986547120345,33.224996212132254,4417028
156,2008-05-26,32.61941909790039,32.81582386608443,31.097287694261837,31.097287694261837,2605807
157,2008-05-27,31.63739013671875,33.028583867876165,31.490087715049675,32.66850930831671,3316550
158,2008-05-28,32.79945373535156,32.995856267472526,31.195487513498353,31.751964684380116,4505700
159,2008-05-29,33.339569091796875,33.716011226649314,32.373917041375904,33.14316652657913,11026212
160,2008-05-30,32.275691986083984,33.55231775322159,32.14475703454288,33.42138058176675,4023430
161,2008-06-02,30.90087890625,32.73398230609638,30.442601946331084,32.079300617652976,4431595
162,2008-06-03,29.755189895629883,30.769941741923173,29.47695023298474,30.44260200700637,6240766
163,2008-06-04,28.838638305664062,29.93522508993713,28.65860100677903,29.624252784543714,5762089
164,2008-06-05,28.789522171020508,29.002294229187203,27.823870857549853,28.805889593943114,9721099
165,2008-06-06,28.478567123413086,29.67335863573433,28.069392404107507,28.642237011135318,6317089
166,2008-06-09,28.085758209228516,28.77317258579062,26.84186669064294,28.15122571654043,6500809
167,2008-06-10,27.88935089111328,28.118490475410525,27.251038868934963,27.82388338984889,6717902
168,2008-06-11,28.020294189453125,28.478569017590353,27.82388942315713,28.15122922037374,2586175
169,2008-06-12,28.21669578552246,28.38036567861852,26.84186912749857,27.66021859297886,3244212
170,2008-06-13,28.036653518676758,28.44582814691647,27.74204645439551,28.167588511747695,4248430
171,2008-06-16,29.018674850463867,29.460582150882182,28.183958100898693,28.28216046318541,4354615
172,2008-06-17,29.88612937927246,30.115266784061436,28.511302730623616,29.427854569694507,4736084
173,2008-06-18,29.853391647338867,30.508073372332095,29.787924140813978,29.787924140813978,5055019
174,2008-06-19,29.21508026123047,29.787924841651765,28.740438052864363,29.264182557215477,4221271
175,2008-06-20,28.544031143188477,29.575152641667046,28.16759133543712,29.460582846308988,3837789
176,2008-06-23,27.545639038085938,28.41309049666214,27.267401650172758,28.314888151551635,4516050
177,2008-06-24,26.694564819335938,27.954823796879957,26.41632513237224,27.54564687255664,5238203
178,2008-06-25,25.958051681518555,26.498161431047585,25.368839632995545,26.18718908374557,3933879
179,2008-06-26,27.431076049804688,28.60949994738724,26.105349720002966,26.105349720002966,18253250
180,2008-06-27,26.21991539001465,27.103734359054727,26.072612968479444,26.514522452999483,6821283
181,2008-06-30,25.69618034362793,26.449062309559096,24.95966581128734,26.203557465445567,4596315
182,2008-07-01,23.879440307617188,25.696176313077864,22.962888589375208,25.696176313077864,6202295
183,2008-07-02,24.926921844482422,25.18879402658955,23.12655364487796,23.89580276358374,5245963
184,2008-07-03,24.272245407104492,24.926924830848975,23.568465914544966,24.714154906097818,4726793
185,2008-07-04,24.599586486816406,25.074228651440343,23.732137090086955,23.895806955123803,4862814
186,2008-07-07,25.139699935913086,26.154454139784153,24.926929967318323,24.926929967318323,5528014
187,2008-07-08,25.876209259033203,26.51452120218316,23.24112212517746,23.24112212517746,8354280
188,2008-07-09,27.67658042907715,27.791147999125727,26.219916899179687,26.219916899179687,6860769
189,2008-07-10,28.887731552124023,29.231438637885894,26.907326172176223,27.676575258409265,7216175
190,2008-07-11,27.512916564941406,29.526055393649536,27.30014436862845,29.165982955136514,6040791
191,2008-07-14,27.529277801513672,28.511299253546756,26.84186567097964,26.84186567097964,5942149
192,2008-07-15,26.38359260559082,27.136474572389307,26.18719006202276,26.8418696470797,3693378
193,2008-07-16,25.6634464263916,26.8418706097225,25.221536802663735,26.383593551798207,6973872
194,2008-07-17,26.972806930541992,27.16921171044082,26.18719225077714,26.18719225077714,5038238
195,2008-07-18,28.478567123413086,28.707704522241222,26.66183092571333,27.46381293156928,5983177
196,2008-07-21,30.082538604736328,30.262575956632045,28.494939528813187,28.969581842054385,8754188
197,2008-07-22,31.310056686401367,31.588294156235005,29.820660303464702,30.082532560890083,12631056
198,2008-07-23,33.51959228515625,34.174271665887986,32.11203117260016,32.70124305924159,12798869
199,2008-07-24,32.34117126464844,34.14153971490219,30.328032885512336,30.328032885512336,10764301
200,2008-07-25,32.40664291381836,33.454131922205136,31.17911881328526,31.997468213640662,10710381
201,2008-07-28,32.14476776123047,33.04495195822922,31.784693194465177,32.40663775169853,5533881
202,2008-07-29,30.851768493652344,31.915622349994077,30.606263757573487,31.424612877836356,5145929
203,2008-07-30,32.14476776123047,32.40663775169853,31.130013778466086,31.130013778466086,7354746
204,2008-07-31,31.01544189453125,32.70124260863456,30.60626728721214,32.70124260863456,6006517
205,2008-08-01,31.915626525878906,32.04656373420141,29.460578843868458,30.52443283940632,4699412
206,2008-08-04,32.11203384399414,32.701245779652,31.277317120138388,31.277317120138388,4301346
207,2008-08-05,33.55232620239258,33.79783096329064,31.915625576491195,32.24296525768862,9161115
208,2008-08-06,32.70124816894531,34.74712155340805,32.472110793868424,34.74712155340805,8616591
209,2008-08-07,32.61941909790039,33.35593364871789,31.604664828808023,31.604664828808023,4809365
210,2008-08-08,32.06293869018555,32.86492067727503,31.94836888349496,32.24297378653522,4883824
211,2008-08-11,32.35753631591797,32.83217842847433,32.11203154529423,32.472106096841465,2714705
212,2008-08-12,31.80107307434082,32.7339924953542,31.55556819722312,32.570320357360394,5801276
213,2008-08-13,31.931997299194336,32.24296959417292,31.17911548719937,31.424620281116344,2754609
214,2008-08-14,31.16274642944336,32.079295770975705,31.09727671655021,31.751956086167205,2566362
215,2008-08-18,30.80268096923828,31.751965447079197,30.508076054022816,31.097285884453747,2963058
216,2008-08-19,30.229835510253906,30.933615132514994,29.60788861112757,30.753580033737673,2941144
217,2008-08-20,30.57354164123535,30.819046461761655,30.36076946483033,30.442604405005763,3319410
218,2008-08-21,30.246196746826172,30.753573733779387,29.886122183204034,30.44259923796279,4138486
219,2008-08-22,29.935226440429688,31.293687738834244,29.16597935763857,31.293687738834244,4139879
220,2008-08-25,30.262571334838867,30.671746063059015,30.049799144215406,30.671746063059015,2034227
221,2008-08-26,30.31166648864746,30.40986885144552,29.755189392677963,29.951591898359464,1489491
222,2008-08-27,29.70608901977539,30.68810827134667,29.542419144513513,30.47533832147213,4297168
223,2008-08-28,29.264179229736328,30.11526117764121,28.887737216313866,29.787921454620584,7382078
224,2008-08-29,30.4753360748291,30.58990586703223,29.656986758848447,29.787921761439513,2219080
225,2008-09-01,30.45884132385254,30.590768241694565,29.848674296186502,30.40936705211289,3417069
226,2008-09-02,32.058467864990234,32.190394786616025,30.409367924276378,30.673224004259872,5030404
227,2008-09-04,31.382341384887695,31.959525655325326,31.11848527105548,31.69566954149311,2813325
228,2008-09-05,30.68971061706543,31.036021527952855,30.343399706178005,31.003038684351555,3330688
229,2008-09-08,32.30583953857422,33.60862656038562,31.99250911736552,32.32232872981055,8377948
230,2008-09-09,32.421268463134766,32.68512454674233,31.679174486150192,32.305832964309666,3737279
231,2008-09-10,32.14092254638672,32.685123890557264,31.827592195231418,32.25635804289434,3847698
232,2008-09-11,31.28339195251465,31.992503091004735,31.036027289776438,31.992503091004735,2567354
233,2008-09-12,31.59672737121582,32.454259294672354,31.085506502875674,31.497781035935066,6093354
234,2008-09-15,29.60131072998047,30.920588903564187,28.710798410157846,30.442351012986475,6770268
235,2008-09-16,30.178495407104492,30.442351493330964,28.034668341203883,28.446942776954,4654621
236,2008-09-17,29.40342140197754,30.607261883914678,29.024127571411093,30.607261883914678,4674190
237,2008-09-18,29.337459564208984,29.914643861874836,27.226615027438225,29.024131392822557,6603710
238,2008-09-19,31.118484497070312,31.283394284522252,29.683768451545582,30.03007945254108,9821730
239,2008-09-22,30.44234848022461,33.31178005842195,30.194983843258065,31.99249975786862,4162514
240,2008-09-23,30.079545974731445,30.75567642656638,29.518853247623838,30.079545974731445,6569683
241,2008-09-24,30.77216911315918,31.101988641086482,29.782710529377272,30.17849351554367,5730103
242,2008-09-25,29.815690994262695,30.986550672186482,29.106577723845813,30.854621529519047,10926783
243,2008-09-26,29.337459564208984,29.98060957099392,28.82624097566222,29.98060957099392,4967945
244,2008-09-29,28.249048233032227,30.17849096638928,27.704844715881546,30.17849096638928,7859964
245,2008-09-30,28.298526763916016,29.353948959231523,26.715392352576686,26.715392352576686,6616439
246,2008-10-01,29.23851203918457,29.518857323077743,28.084141342730902,28.66132780932376,3743739
247,2008-10-03,29.650785446166992,30.013585607279374,28.859217188160777,29.38692936016492,4681406
248,2008-10-06,29.04062271118164,29.683770478822062,28.446946988462678,29.320970263689354,5560277
249,2008-10-07,29.997095108032227,30.640245036484437,29.02412785781636,29.02412785781636,9928258
250,2008-10-08,29.766223907470703,30.013588593320627,27.737832141462018,28.991149233846922,9985473
251,2008-10-10,29.584821701049805,30.26095226710648,27.391522454560604,29.650787404456004,9025179
252,2008-10-13,30.178495407104492,30.40936864377817,29.535347734680705,29.733240358533546,6805621
253,2008-10-14,29.452890396118164,31.299880609243445,29.22201717866045,30.343402655873227,5099383
254,2008-10-15,29.20553207397461,29.83218840504364,28.892203908440095,29.28798697210118,5495022
255,2008-10-16,28.084138870239258,28.793252203678055,27.539937538974097,28.793252203678055,6651066
256,2008-10-17,25.973289489746094,28.859209798585194,25.593995764259834,28.661319462303634,5586092
257,2008-10-20,26.27013397216797,27.30906693622219,25.44558506580687,26.072243576680542,7922965
258,2008-10-21,26.484514236450195,27.869755753380513,25.725928903904723,26.533986269053095,8047276
259,2008-10-22,25.033313751220703,26.418555640238004,24.785949048298605,26.220665219939725,5408099
260,2008-10-23,23.812976837158203,24.637525679758927,23.45017445172113,24.406652451177102,6641370
261,2008-10-24,20.729167938232422,23.41719687561757,20.44882037393623,23.08737726431964,9905588
262,2008-10-27,19.129535675048828,20.44881368895128,17.150618654195156,20.349867390562263,12878172
263,2008-10-29,21.652660369873047,23.021410677017744,19.789178475934506,21.76809587618154,13094201
264,2008-10-31,23.037899017333984,23.747012332826632,21.90002211192926,22.790534375431577,8097887
265,2008-11-03,23.74701690673828,24.373673225565245,22.922465704848367,24.34069037226605,4951148
266,2008-11-04,24.78594970703125,24.983842369321234,23.301761450053586,23.417196972445744,4515828
267,2008-11-05,23.878942489624023,25.989789062524768,23.41719375333382,25.989789062524768,6145587
268,2008-11-06,23.087364196777344,24.654008700447708,22.609126478426326,23.41718362139613,4896229
269,2008-11-07,24.8848934173584,25.626987467691652,22.757555350350685,22.92246513931363,8250147
270,2008-11-10,25.44558334350586,26.02276753889154,24.884890572477584,25.65996514995635,3775177
271,2008-11-11,25.148744583129883,26.20416657766408,24.571560435226466,25.56101897448947,8900004
272,2008-11-12,24.093320846557617,25.692946412569647,23.796484173376633,25.692946412569647,5705390
273,2008-11-14,24.010866165161133,25.066290426825738,23.71402948952533,23.878939250818952,4038880
274,2008-11-17,25.000322341918945,25.82487330625967,22.757549355475735,25.82487330625967,5361538
275,2008-11-18,23.64806365966797,24.934358774007375,23.186315032335482,24.934358774007375,6392448
276,2008-11-19,23.070880889892578,24.489105224248043,22.774041990107463,23.747011329882802,5606729
277,2008-11-20,22.823518753051758,23.25228237171914,21.850549306930702,23.087372599391088,5080395
278,2008-11-21,24.274728775024414,25.033314328835477,22.09791844438961,22.675102764525707,8350092
279,2008-11-24,24.8848934173584,25.280676463523033,23.648070000136315,25.000328927593163,5420119
280,2008-11-25,24.274728775024414,25.445588843218403,24.076838350160045,25.148752087555653,5453771
281,2008-11-26,24.818927764892578,25.19821935143436,23.82946911819371,24.538580253635114,5246053
282,2008-11-27,24.818927764892578,24.818927764892578,24.818927764892578,24.818927764892578,0
283,2008-11-28,24.42314338684082,24.901383539166957,23.4501761302738,24.076834637545407,8464961
284,2008-12-01,24.225250244140625,25.857856436786008,24.12630393982507,24.901380714109827,5733003
285,2008-12-02,24.010866165161133,24.274722230577286,23.25228081586412,24.043849012112574,5879324
286,2008-12-03,24.73647689819336,25.049805073228182,23.49965338879354,24.241747494433433,6430656
287,2008-12-04,25.923818588256836,26.055747732942667,21.933001663497755,21.933001663497755,4648185
288,2008-12-05,25.610506057739258,26.847329958684202,24.752973925057546,24.752973925057546,5338962
289,2008-12-08,25.676448822021484,26.517488843001125,24.571555037914393,26.303107101277263,11709287
290,2008-12-10,25.264184951782227,26.88030222018918,24.901384759330817,26.88030222018918,11172070
291,2008-12-11,24.983840942382812,25.70944360144968,24.588055640407912,25.70944360144968,9867592
292,2008-12-12,24.20876693725586,24.489114520688506,23.681054628464725,24.373676754161522,9847702
293,2008-12-15,24.604549407958984,25.148753131575845,24.40665897487943,25.03331536806341,5741641
294,2008-12-16,25.54453468322754,25.857862860792086,23.417196440498454,24.73647709790876,9183505
295,2008-12-17,25.511554718017578,26.220668291501195,24.835424003480217,26.220668291501195,8720755
296,2008-12-18,26.27013397216797,26.550481495023565,24.934364296516577,24.934364296516577,12640018
297,2008-12-19,27.539936065673828,27.869755578913093,26.237149435725073,27.045206795814927,10050607
298,2008-12-22,27.556427001953125,27.787300209796353,26.599949088414483,26.599949088414483,6524631
299,2008-12-23,26.99574089050293,27.820289929059594,26.797850463288782,27.375034790278445,5151765
300,2008-12-24,26.533987045288086,27.358535857669658,22.26282240776609,22.26282240776609,13318746
301,2008-12-26,26.583465576171875,27.985198899795456,25.89084574653846,27.985198899795456,5480531
302,2008-12-29,27.144163131713867,27.358544999878806,26.05575788831924,26.88030697623448,3418418
303,2008-12-30,27.094684600830078,27.53994193326113,26.088734423778888,27.07819317430815,4868199
304,2008-12-31,27.424509048461914,27.836783600971792,26.81434405278685,27.836783600971792,4396180
305,2009-01-02,27.82029151916504,28.282040349188083,27.29258144636626,28.282040349188083,3976548
306,2009-01-05,27.193628311157227,28.282033279539586,26.847317334390294,28.282033279539586,4505326
